soccode,soctitle,onetcode,onettitle,occupation,freq,source
Nov-51,Industrial production managers,11-3051.00,Industrial Production Managers,DIRECTOR OF MANUFACTURING,8,ONET-DUP
Nov-51,Industrial production managers,11-3051.00,Industrial Production Managers,MANUFACTURING DIRECTOR,6,DMTF
Nov-51,Industrial production managers,11-3051.00,Industrial Production Managers,PLANT SUPERINTENDENT,4,DMTF
Nov-51,Industrial production managers,11-3051.00,Industrial Production Managers,PRODUCTION CONTROL MANAGER,4,DMTF
Nov-51,Industrial production managers,11-3051.00,Industrial Production Managers,FACTORY MANAGER,3,ONET-DUP
Nov-51,Industrial production managers,11-3051.00,Industrial Production Managers,PRODUCTION FOREMAN,3,ONET-DUP
Nov-51,Industrial production managers,11-3051.01,Quality Control Systems Managers,LAB MANAGER,321,ONET-DUP
Nov-51,Industrial production managers,11-3051.01,Quality Control Systems Managers,QUALITY MANAGER,261,ONET-DUP
Nov-51,Industrial production managers,11-3051.01,Quality Control Systems Managers,QA MANAGER,145,ONET-DUP
Nov-51,Industrial production managers,11-3051.01,Quality Control Systems Managers,QUALITY ASSURANCE MANAGER,60,ONET-DM
Nov-51,Industrial production managers,11-3051.01,Quality Control Systems Managers,QUALITY CONTROL MANAGER,39,ONET-DUP
Nov-51,Industrial production managers,11-3051.01,Quality Control Systems Managers,DIRECTOR OF QUALITY,26,ONET-DUP
Nov-51,Industrial production managers,11-3051.01,Quality Control Systems Managers,QUALITY CONTROL SUPERVISOR,7,ONET-DUP
Nov-51,Industrial production managers,11-3051.02,Geothermal Production Managers,MITIGATION SUPERVISOR,1,ONET-DUP
Nov-51,Industrial production managers,11-3051.03,Biofuels Production Managers,LEAD OPERATOR,26,ONET-DUP
Nov-51,Industrial production managers,11-3051.04,Biomass Power Plant Managers,FUEL MANAGER,1,ONET-DUP
Nov-51,Industrial production managers,11-3051.06,Hydroelectric Production Managers,POWER PLANT SUPERVISOR,4,ONET-DUP
Nov-51,Industrial production managers,11-3051.06,Hydroelectric Production Managers,DEMAND GENERATION MANAGER,2,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,CONTRACT MANAGER,221,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,PURCHASING MANAGER,198,DMTF
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,PURCHASING MANAGER,198,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,CONTRACT ADMINISTRATOR,159,DMTF
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,PROCUREMENT MANAGER,112,DMTF
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,CONTRACTING OFFICER,108,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,SOURCING MANAGER,87,DMTF
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,VENDOR MANAGER,65,ONET-DM
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,CONTRACT COORDINATOR,30,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,PURCHASING DIRECTOR,16,DMTF
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,MATERIAL MANAGER,15,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,PROCUREMENT DIRECTOR,14,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,PURCHASING SUPERVISOR,11,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,STRATEGIC SOURCING MANAGER,7,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,DMM,7,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,CONTRACTING MANAGER,2,DMTF
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,CIRCUIT RIDER,2,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,GENERAL MERCHANDISE MANAGER,2,ONET-DUP
Nov-61,Purchasing managers,11-3061.00,Purchasing Managers,MERCHANDISE DIRECTOR,1,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.00,"Transportation, Storage, and Distribution Managers",WAREHOUSE MANAGER,371,DMTF
Nov-71,"Transportation, storage, and distribution managers",11-3071.00,"Transportation, Storage, and Distribution Managers",LOGISTICS MANAGER,219,DMTF
Nov-71,"Transportation, storage, and distribution managers",11-3071.00,"Transportation, Storage, and Distribution Managers",TRANSPORTATION MANAGER,61,DMTF
Nov-71,"Transportation, storage, and distribution managers",11-3071.00,"Transportation, Storage, and Distribution Managers",AIRPORT MANAGER,9,DMTF
Nov-71,"Transportation, storage, and distribution managers",11-3071.00,"Transportation, Storage, and Distribution Managers",WAREHOUSE OPERATIONS MANAGER,9,DMTF
Nov-71,"Transportation, storage, and distribution managers",11-3071.00,"Transportation, Storage, and Distribution Managers",DISTRIBUTION CENTER MANAGER,6,DMTF
Nov-71,"Transportation, storage, and distribution managers",11-3071.01,Transportation Managers,DIRECTOR OF OPERATIONS,1044,ONET-DM
Nov-71,"Transportation, storage, and distribution managers",11-3071.01,Transportation Managers,AIRLINE MANAGER,15,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.01,Transportation Managers,TRANSPORTATION DIRECTOR,9,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.01,Transportation Managers,TRANSPORTATION ASSISTANT,7,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.01,Transportation Managers,AVIATION MANAGER,3,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.01,Transportation Managers,STATION SUPERVISOR,3,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.01,Transportation Managers,GENERAL AGENT,2,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.01,Transportation Managers,FLIGHT CONTROL MANAGER,1,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.02,Storage and Distribution Managers,SHIPPING MANAGER,118,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.02,Storage and Distribution Managers,SERVICE DELIVERY MANAGER,27,ONET-DM
Nov-71,"Transportation, storage, and distribution managers",11-3071.02,Storage and Distribution Managers,DELIVERY MANAGER,25,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.02,Storage and Distribution Managers,WAREHOUSER,12,ONET-DM
Nov-71,"Transportation, storage, and distribution managers",11-3071.02,Storage and Distribution Managers,SUPPLY OFFICER,12,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.02,Storage and Distribution Managers,STORAGE MANAGER,9,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.03,Logistics Managers,LOGISTICS SUPERVISOR,36,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.03,Logistics Managers,LOGISTICS MANAGEMENT SPECIALIST,26,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.03,Logistics Managers,CUSTOMER LOGISTICS MANAGER,2,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.03,Logistics Managers,GLOBAL LOGISTICS MANAGER,1,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.03,Logistics Managers,INTERNATIONAL LOGISTICS MANAGER,1,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.03,Logistics Managers,LOGISTICS TEAM LEADER,1,ONET-DUP
Nov-71,"Transportation, storage, and distribution managers",11-3071.03,Logistics Managers,ILS MANAGER,1,ONET-DUP
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,PAYROLL MANAGER,141,ONET-DUP
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,BENEFITS MANAGER,71,ONET-DM
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,BENEFITS COORDINATOR,34,ONET-DUP
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,COMPENSATION MANAGER,21,ONET-DUP
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,BENEFITS ADVISOR,19,ONET-DUP
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,COMPENSATION DIRECTOR,8,DMTF
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,REIMBURSEMENT MANAGER,5,ONET-DUP
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,EMPLOYEE BENEFITS MANAGER,1,DMTF
Nov-11,Compensation and benefits managers,11-3111.00,Compensation and Benefits Managers,COMPENSATION AND BENEFITS MANAGER,1,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,HR MANAGER,1077,ONET-DM
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,HR DIRECTOR,714,ONET-DM
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,HR COORDINATOR,179,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,RECRUITING MANAGER,94,ONET-DM
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,STAFFING MANAGER,48,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,HR ADMINISTRATOR,46,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,TALENT ACQUISITION MANAGER,28,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,RECRUITMENT MANAGER,23,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,PERSONNEL MANAGER,13,DMTF
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,HR OFFICER,12,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,HUMAN SERVICES MANAGER,11,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,EMPLOYEE RELATIONS MANAGER,8,DMTF
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,RECRUITMENT DIRECTOR,8,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,LABOR RELATIONS DIRECTOR,3,DMTF
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,PERSONNEL DIRECTOR,3,DMTF
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,PERSONNEL ADMINISTRATOR,2,DMTF
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,EMPLOYMENT MANAGER,2,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,PLACEMENT DIRECTOR,2,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,HUMAN RESOURCES VICE PRESIDENT,1,ONET-DM
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,DIVERSITY MANAGER,1,ONET-DUP
Nov-21,Human resources managers,11-3121.00,Human Resources Managers,HUMAN RESOURCES SUPERVISOR,1,ONET-DUP
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,TRAINING MANAGER,298,ONET-DM
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,TRAINING DIRECTOR,54,ONET-DM
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,LEARNING MANAGER,14,ONET-DUP
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,TRAINING ADMINISTRATOR,9,ONET-DUP
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,LEARNING DIRECTOR,4,ONET-DUP
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,LEARNING OFFICER,2,ONET-DUP
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,TRAINING EXECUTIVE,2,ONET-DUP
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,E-LEARNING MANAGER,1,DMTF
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,EMPLOYEE DEVELOPMENT DIRECTOR,1,DMTF
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,EMPLOYEE DEVELOPMENT MANAGER,1,DMTF
Nov-31,Training and development managers,11-3131.00,Training and Development Managers,EDUCATION AND TRAINING MANAGER,1,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",GREENHOUSE MANAGER,30,DMTF
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",HATCHERY MANAGER,2,DMTF
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",DAIRY FARM MANAGER,1,DMTF
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.01,Nursery and Greenhouse Managers,HORTICULTURALIST,51,ONET-DM
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.01,Nursery and Greenhouse Managers,NURSERY MANAGER,31,ONET-DM
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.01,Nursery and Greenhouse Managers,GREENHOUSE GROWER,8,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.01,Nursery and Greenhouse Managers,GARDEN CENTER MANAGER,7,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,FARMER,2549,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,RANCHER,252,ONET-DM
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,FARM MANAGER,122,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,DAIRY FARMER,38,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,RANCH MANAGER,31,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,ORCHARDIST,9,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,FARM FIELD MANAGER,7,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,APIARIST,5,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,VEGETABLE FARMER,5,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,LIVESTOCK PRODUCER,3,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,FRUIT GROWER,2,ONET-DM
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,CATTLE FARMER,1,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,COFFEE FARMER,1,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,FARM OPERATOR,1,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,HORSE RANCHER,1,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,WORM FARMER,1,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.02,Farm and Ranch Managers,AFM,1,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.03,Aquacultural Managers,FISHERIES TECHNICIAN,8,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.03,Aquacultural Managers,FISH FARMER,5,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.03,Aquacultural Managers,OYSTER FARMER,3,ONET-DM
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.03,Aquacultural Managers,FACILITY OPERATIONS MANAGER,2,ONET-DUP
Nov-13,"Farmers, ranchers, and other agricultural managers",11-9013.03,Aquacultural Managers,AQUACULTURIST,1,ONET-DUP
Nov-21,Construction managers,11-9021.00,Construction Managers,CONTRACTOR,2818,ONET-DM
Nov-21,Construction managers,11-9021.00,Construction Managers,GENERAL CONTRACTOR,529,DMTF
Nov-21,Construction managers,11-9021.00,Construction Managers,CONSTRUCTION MANAGER,333,ONET-DUP
Nov-21,Construction managers,11-9021.00,Construction Managers,PROJECT SPECIALIST,149,ONET-DM
Nov-21,Construction managers,11-9021.00,Construction Managers,CONSTRUCTION PROJECT MANAGER,96,ONET-DUP
Nov-21,Construction managers,11-9021.00,Construction Managers,CONSTRUCTION SUPERINTENDENT,81,DMTF
Nov-21,Construction managers,11-9021.00,Construction Managers,CONSTRUCTION CONSULTANT,43,ONET-DM
Nov-21,Construction managers,11-9021.00,Construction Managers,VICE PRESIDENT OF OPERATIONS,18,ONET-DM
Nov-21,Construction managers,11-9021.00,Construction Managers,CONSTRUCTION COORDINATOR,17,DMTF
Nov-21,Construction managers,11-9021.00,Construction Managers,PROJECT EXECUTIVE,17,ONET-DM
Nov-21,Construction managers,11-9021.00,Construction Managers,HOME IMPROVEMENT CONTRACTOR,7,ONET-DM
Nov-21,Construction managers,11-9021.00,Construction Managers,CONSTRUCTION DIRECTOR,3,ONET-DUP
Nov-21,Construction managers,11-9021.00,Construction Managers,CONSTRUCTOR,1,ONET-DUP
Nov-21,Construction managers,11-9021.00,Construction Managers,SENIOR SITE MANAGER,1,ONET-DUP
Nov-21,Construction managers,11-9021.00,Construction Managers,SEWER CONTRACTOR,1,ONET-DUP
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",PRESCHOOL DIRECTOR,85,DMTF
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",SITE COORDINATOR,51,ONET-DUP
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",CHILD CARE DIRECTOR,21,ONET-DUP
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",CHILDCARE DIRECTOR,16,ONET-DUP
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",HEAD START DIRECTOR,5,DMTF
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",EARLY HEAD START DIRECTOR,2,DMTF
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",CENTER ADMINISTRATOR,2,ONET-DUP
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",DAYCARE MANAGER,2,ONET-DUP
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",CHILDCARE CENTER DIRECTOR,1,DMTF
Nov-31,"Education administrators, preschool and childcare center/program",11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",ONSITE COORDINATOR,1,ONET-DUP
